Description,No,Barcode,Serial Number,Status,Second,Cost
TECO MONITOR MODEL 7E518B,269,1003344,EZ72300044,,OBSOLETE,0.0
TELEPONE ALCATEL,163,1001078,,ACTIVE,Current,6000.0
TEST TUBE MIXER MODEL 065-OM01950,275,1001846,,ACTIVE,Scrap value,2842.0
TEST TUBE MIXER VORTEX(ADVANTEC SRT 010AA)-OM,276,1002834,,ACTIVE,Scrap value,2842.0
TESTING READING MIRROR MODEL:355,277,1006689,508082,ACTIVE,0.00,
THEATRE LAMP 751530,278,1001459,,ACTIVE,Current,78503.04
THEMO-ELECTRON CORPORATION-OM01091,279,1000161,DJ15445,ACTIVE,Current,639540.0
THERMAL PRINTER(SHIMADZU CORP JAPAN),126,1002929,0Z0841,,ACTIVE,0.0
THERMO CYCLE ARKTIK,72,1006062,AKC961400815,,ACTIVE,0.0
THERMO SCIENTIFIC IPA MODEL 905(THERMO FISCER,280,1002829,8283792924,ACTIVE,0.00,
THERMO-SHANDON STAINER,56,1004560,MX1128G0303,,ACTIVE,0.0
THERMOCELL CODING & HEATING BLOCK(ALPHA L,281,1002883,BYQ6007E-300,ACTIVE,0.00,
THERMOCYCLE MACHINE,57,1004496,,,ACTIVE,0.0
THERMOCYCLER,73,1006304,PX220415,,ACTIVE,0.0
THERMOCYCLER 7500 REAL TIME PCR SYSTEM-OM00,282,1002366,7500-275008959,ACTIVE,Current,475438.0
THERMOCYCLER MACHINE 1 - ABBOT M 2000RT,283,1002531,7X9905,ACTIVE,0.00,
THERMOCYCLER MACHINE 2,284,1002532,897519,- ABBOT M 2000RT,ACTIVE,0.0
THERMOCYCLER NIC,285,1002334,K10F024.5,ACTIVE,0.00,
THERMOCYCLER TECHNE,74,1006303,65033-7,,ACTIVE,0.0
THERMOCYCLER(96 WELL) MF: APPL BIOSYSTEMS,45,1008547,2990217778,ACTIVE,Current,83904.0
THERMOCYNE(NOUVA II) MODEL P13429,287,1002686,665826,ACTIVE,0.00,
THERMOEX EC23090-LVD,58,1004497,02F230097,,ACTIVE,0.0
THERMOMIXER COMPACT EPPENDORF,46,1008242,5350YH83959,ACTIVE,,
THERMOMIXER MF: EPPENDORF MD: AG5350,48,1008560,BN037428,ACTIVE,,
THERMOMIXER MODEL EPPENDORF,288,1003297,535505807,ACTIVE,0.00,
THERMOSCIENTIFIC INCUBATOR,289,1002393,41544748,ACTIVE,0.00,
THERMOSHADON STAINER VARISTAIN 24-4,59,1004589,MX1385E0703,ACTIVE,0.00,
TIMBER IN OUTRY,298,1000478,,,ACTIVE,0.0
TIMER WATCH 06.0662-44(FISCHER SCIENTIFIC),105,1002842,130678959,ACTIVE,0.00,
TISSUE TEK,107,1001324,47151038,ACTIVE,0.00,
TLC SPRAY CHAMBER MODEL:SP600 TOYO KAGAKU,291,1006726,431001,ACTIVE,0.00,
TOMOGRAPHIC X-RAY MACHINE-OM00647,292,1000198,416443,OBSOLETE,Current,1122000.0
TOP LOADING BALANCE MFG:SALTER-ESTIMATE(OM,75,1006775,57470980358,ACTIVE,Current,11000.0
TOSHIBA LAPTOP,5,1007881,ZA116979H,ACTIVE,Current,40000.0
TRAINING CENTRE,23,1006798,,ACTIVE,Current,84110881.0
TRANSFORMER,293,1002602,,ACTIVE,Current,3717.0
TRANSFORMER CD240-06(TOYOZUMI DENGENKIKI)-O,295,1002902,,ACTIVE,Current,800.0
TRANSFORMER MODEL:DT50 MFG:SHIMADZU-OM002,77,1006767,4581684,ACTIVE,Scrap value,3718.0
TRANSFORMER ROOM,24,1006788,,ACTIVE,Current,4020204.0
TRANSILLUMINATOR BENCHTOP UV(CAMERA MONIT,270,1002637,95-0452-02,ACTIVE,Current,21780.0
TRANSLUMINATOR,61,1004610,03(293)2352,ACTIVE,0.00,
TRENCHE GENIUS THERMOCYCLER,62,1004611,72855-6,ACTIVE,0.00,
TROLLEY,299,1002714,,ACTIVE,Current,8000.0
TROLLEY(LINEN)-ESTIMATE OM02047,303,1000738,,ACTIVE,Current,6283.2
TROLLEY-ESTIMATE OM02047,304,1000794,,ACTIVE,Current,6283.2
TRYPANSOSOMIASIS RESEARCH BLOCK,10,1008781,,ACTIVE,Current,12051000.0
TV MONITOR MODEL JVC-OM00542,94,1004818,09091708,ACTIVE,Current,22269.0
TYPE WRITER MACHINE MODEL IBM 678A-OM02048,23,1005326,,ACTIVE,Scrap value,2355.76
TYPER WRITER MODEL AM6780-OM02049,36,1000964,,NOT WORKING,Scrap value,2355.76
ULTRA HIGHSPEED CENTRIFUGE-OM01642,62,1000901,LXP05H01,ACTIVE,Current,846450.0
ULTRA LOW FREEZER,145,1001860,13030036,ACTIVE,Current,1099000.0
ULTRA LOW SANYO MDF-192AT(SANYO ELECTRIC BI,296,1002830,50404874,ACTIVE,0.00,
ULTRA PURE WATER SYSTEM,63,1001852,RFU354BA,ACTIVE,0.00,
ULTRALOW CENTRIFUGE-OM01477,297,1002664,,ACTIVE,Current,11286.0
ULTRALOW FREEZER -80C C660 PREMIUM,42,1004476,,ACTIVE,Current,1255974.8
ULTRALOW FREEZER 900 SERIES 907-OM01168,43,1004539,817529-2810,ACTIVE,Current,267538.0
ULTRALOW FREEZER HARRIS,18,1007877,505K-483381-SK,ACTIVE,Current,23094.0
ULTRALOW FREEZER MDF-U4186S-OM01168,44,1004437,12060013,ACTIVE,Current,267538.0
ULTRALOW FREEZER SANYO -OM02283,45,1004417,80301941,ACTIVE,Current,568593.0
ULTRALOW FREEZER SANYO-OM02283,147,1003692,08070697,ACTIVE,Current,568593.0
ULTRALOW FREEZER-CANDY-OM01168,46,1004587,,ACTIVE,Current,267538.0
ULTRALOW FREEZER-OM02284,48,1004534,,ACTIVE,Current,568592.64
ULTRALOW TEMP FREEZER SANYO MDF-U33865,149,1002906,,,ACTIVE,0.0
ULTRALOW TEMP. FREEZER(SANYO),150,1002831,50404872,,ACTIVE,0.0
ULTRASONIC CLEANER(SMT CO LTD),298,1002805,,ACTIVE,Current,371000.0
ULTRASONIC HOMOGENIZER UH-300-OM02267,299,1002803,3D0027,ACTIVE,Current,482993.28
ULTRASOUND MACHINE MODEL:SSD-500,300,1000202,3320211,ACTIVE,Current,6083000.0
ULTRASOUND MACHINE SSD650,301,1000199,01M10240,OBSOLETE,Current,6083000.0
ULTRSOUND WASHER U500D(ULTRAWARE LTD UK)-O,302,1002882,31794,ACTIVE,Current,71940.0
UNITEMP INCUBATOR SRC:ENGLAND MODEL:B AND,63,1005026,7314/16,ACTIVE,0.00,
UNIVERSAL MICROPLATE READER,64,1004618,ELX800,ACTIVE,Current,441000.0
UPS,166,1002235,110850,ACTIVE,Acquired,5000.0
UPS APC,17,1008430,,ACTIVE,Acquired,5000.0
UPS APC 650,19,1008420,10C00RRP,ACTIVE,Acquired,5000.0
UPS APC 650 220-240V 50-60HZ 400W,27,1008509,,ACTIVE,Acquired,5000.0
UPS APC 650V 220-240V 30A 50-60HZ 400W,28,1008443,BI2011031538,ACTIVE,Acquired,5000.0
UPS APC MODE: BX650CI-AF,29,1008304,BI20401201077,ACTIVE,Acquired,5000.0
UPS APC MODEL BX650CI-AP,30,1008345,BI204012180,ACTIVE,Acquired,5000.0
UPS APC MODEL: BK65DEI,31,1008391,4B1049016244,ACTIVE,Acquired,5000.0
UPS APC MODEL: BX650C1-AF,32,1008311,BI2040120122,ACTIVE,Acquired,5000.0
UPS APC MODEL: BX650CI-A,33,1008353,5B150T11288,ACTIVE,Acquired,5000.0
UPS APC MODEL: BX650CI-AF,34,1008331,5B1148T0902,ACTIVE,Acquired,5000.0
UPS APC MODEL: BX650CI-AF SN:5B1150T11169?,41,1008319,,ACTIVE,Acquired,5000.0
UPS APC MODEL: BX650CI-AP,42,1008314,581150T10975,ACTIVE,Acquired,5000.0
UPS APC MODEL: BX650CIL-AF,46,1008362,LSBII481908912,ACTIVE,Acquired,5000.0
UPS APC MODEL: M-UVDELI,47,1008409,,ACTIVE,Acquired,5000.0
UPS APC MODEL:BX650CI-AF,48,1008382,5B1148TO8944,ACTIVE,Acquired,5000.0
UPS BLAZER 1400-BK(CHINA),51,1004997,FD-1260255-B2A,,ACTIVE,0.0
UPS DIGITAL 1000PLUC UPS(IPA WASH),193,1002853,6310201945,ACTIVE,0.00,
UPS MECER M6-650-BK(ELECTRONIC SHENGHEN CO,194,1002868,4311501808,ACTIVE,Acquired,5000.0
UPS MODEL: 650VA-220-240,49,1008370,220-S40V-2.2A.50-60112,ACTIVE,Acquired,5000.0
UPS MODEL: MGE(600),50,1008464,,ACTIVE,Acquired,5000.0
UPS MODEL: PHILIPS PE-1414-15,52,1005004,NC-9415O14-14151,,ACTIVE,0.0
UPS SMART-UPS C1500 SMC 15001(APC),200,1002844,AS1324124655,ACTIVE,0.00,0.0
UPS X50,202,1001816,,ACTIVE,Acquired,5000.0
UTENSIL SHELF-PRICE ESTIMATE,80,1003833,,ACTIVE,Current,12000.0
UV CROSS LINKER MODEL BLX-254,303,1002592,V016518,,ACTIVE,0.0
UV ILLUMINATOR MODEL UVT400-M 4311,304,1002068,,ACTIVE,Current,499000.0
UV MANI SPECTROPHOTOMETER(SHIMADZU CORP J,305,1002928,A10934301921,ACTIVE,Current,482993.28
UV POWER SUPPLY 73530,306,1002067,,,ACTIVE,0.0
UV RADIATION MODEL STS-20 WM,307,1002591,M000880,,ACTIVE,0.0
UV TRANSMITTER POWER ADAPTER CS-300V(ALPHA L,308,1002890,100406046,,ACTIVE,0.0
UV VIEWER MODEL 220V-OM02133,309,1003317,,ACTIVE,Scrap value,4263.6
UV VISIBLE SPECTROPHOMETER MODEL: DU-6 BECK,80,1006759,4145352,ACTIVE,Current,582249.0
UV-MINI SPECTROPHOTOMETER-OM02270,65,1000905,410934301918,ACTIVE,Current,482993.28
UVV PRINTER MODEL:PERKIN ELMER JAPAN FX-85,35,1005006,8047150,,ACTIVE,0.0
UVV-COMPUTERUNIT-P2 MODEL:PERKIN ELMER GER,93,1005008,5225,,ACTIVE,0.0
UVV-COMPUTERUNIT-P5 MODEL:PERKIN ELMER GER,94,1005007,2707,,ACTIVE,0.0
VACUUM CLEANER SAMSUNG MODEL SC56BO,117,1003632,VOC181FS,ACTIVE,0.00,
VACUUM EVAPORATOR MODEL:JEE-4X-OM01643,81,1006407,EX237043-61,NOT WORKING,Scrap value,2387.0
VACUUM FILTRATOR MODEL 103022-OM02431,310,1003293,,ACTIVE,Current,39600.0
VACUUM PUMP MODEL:160VP-D HITACHI-OM02015,82,1006731,N08022,ACTIVE,Current,8360.0
VACUUM PUMP MODEL:2008A ALCATEL-OM02015,83,1006742,60606,ACTIVE,Current,8360.0
VACUUM PUMP MODEL:E2M2 EDWARDS,84,1006744,15527,ACTIVE,Current,17764.56
VACUUM PUMP MODEL:E2M5 EDWARDS,85,1006730,06810,ACTIVE,Current,16013.36
VACUUM PUMP MODEL:RZ-5 GMBH-OM02193,86,1006745,20815913,ACTIVE,Current,17766.0
VACUUM PUMP WASH STATION MANIFOLD(BIORAD,311,1002837,262-BR-4167,ACTIVE,Current,162624.0
"VACUUM PUMP, WASH STATION MANIFOLD(BIO-RA",312,1002836,2620BR 4096,ACTIVE,Current,162624.0
VACUUM SUCTION MACHINE,313,1002660,,,ACTIVE,0.0
VECTOR BIOLOGY/PARASITOLOGY,25,1006808,,ACTIVE,Current,42795720.0
VELOCITY METER MODEL:9535-A,118,1000411,9535A-01900,ACTIVE,0.00,
VICE BENCH 004,306,1006561,,ACTIVE,Current,7035.6
VIDEO CASSETTE SANYO MODEL: 24401483,5,1008434,,ACTIVE,Current,1500.0
VIDYO CPU UNIT,75,1006902,63764857,ACTIVE,,
VIDYO SOUND AMP,24,1004276,V3764554,,ACTIVE,0.0
VISIBLE SPECTROPHOMETER MODEL:10010 HITACHI,87,1006764,5911-48,ACTIVE,Current,23878263.0
VISITOR TABLE,60,1008122,,ACTIVE,Current,12000.0
VITAL SIGNS MACHNE,314,1001464,JA095486,,ACTIVE,0.0
VOLTAGE REGULATOR 53166,315,1002066,,ACTIVE,Current,75000.0
VOLTEX MIXER,66,1000908,6805038,ACTIVE,0.00,
VORTEX GENEI 2 MODEL G-560,316,1002061,166287,,ACTIVE,0.0
VORTEX GENIE 2 G560E(SCIENTIFIC INDUSTRIES INC),317,1002865,2E-192527,,ACTIVE,0.0
VORTEX GENIE 2 MODEL G-560E,318,1002610,37857,,ACTIVE,0.0
VORTEX GENIE 2 MODEL G560E,319,1002639,,,ACTIVE,0.0
VORTEX GENIE MODEL Q-560E,320,1002053,37944,,ACTIVE,0.0
VORTEX MACHINE MODEL 37864-OM01691,321,1002546,,ACTIVE,Current,1452.0
VORTEX MACHINE(MAGNETIC)-OM01659,322,1002609,K01B010,ACTIVE,Scrap value,2312.0
VORTEX MICEX SA8(BIBBY STERILIN LTD UK),323,1002871,R000100996,ACTIVE,0.00,
VORTEX MIXER 2-GENIE(G-560E)-OM02217,66,1004427,291329,ACTIVE,Current,23587.0
VORTEX MIXER G-560E-OM02217,67,1004469,2-105656,ACTIVE,Current,23587.0
VORTEX MIXER M63210-33-OM01260,68,1004578,1271021176149,ACTIVE,Current,22582.0
VORTEX MIXER MODEL:KR-2 WITEG-OM02144,88,1006695,D7813,ACTIVE,Scrap value,2249.0
VORTEX MIXER SA8(BIBBY STERLIN LTD UK),325,1002841,R000100988,ACTIVE,Current,26611.2
VORTEX MODEL HEIDOLPH,326,1002113,120503148,ACTIVE,0.00,
VORTEX TUBE MIXER MF: STUART,50,1008736,R000100995,ACTIVE,Scrap value,2842.64
WAITING COUCH,38,1008117,,ACTIVE,Current,12000.0
WALL MOUNTED CABINET,75,1004213,,ACTIVE,Current,15000.0
WALL UNIT-PRICE ESTIMATE,313,1000690,,ACTIVE,Current,30000.0
WARDROBE-PRICE ESTIMATE,316,1001780,,ACTIVE,Current,20000.0
WASHING MACHINE LG-OM00971(PART),25,1004585,,ACTIVE,Current,31460.0
WASHING MACHINE MODEL: HERAUEUS,26,1005030,FFE-NR-7606889,,ACTIVE,0.0
WATER BATCH(PRECISION SCIENTIFIC),331,1002062,27AX-1,ACTIVE,0.00,
WATER BATH,332,1002317,VRC059,ACTIVE,Current,319000.0
WATER BATH - GFL,71,1004616,105521001,ACTIVE,Current,319000.0
WATER BATH GRANT ALS 200,72,1004419,8Q9710010,ACTIVE,Current,319000.0
WATER BATH GRANT GLS AQUA 18 PLUS,73,1004515,QZ1326001,ACTIVE,Current,260000.0
WATER BATH GRANT OLS-200,74,1004521,8Q0211010,ACTIVE,Current,319000.0
WATER BATH MEMMEST,75,1004617,4050-1P20,ACTIVE,Current,319000.0
WATER BATH MF:MERMERT MODEL:W350,53,1008722,830-728,ACTIVE,Current,319000.0
WATER BATH MODEL 001-0623,336,1003276,863482,ACTIVE,Current,160000.0
WATER BATH MODEL 5540-A5,337,1002652,829147002,ACTIVE,Current,319000.0
WATER BATH MODEL HAAKE 50,338,1003277,3DIN12876,ACTIVE,Current,160000.0
WATER BATH MODEL JB1,339,1003278,115033,ACTIVE,Current,160000.0
WATER BATH MODEL KR-2,341,1002688,4410301,ACTIVE,Current,160000.0
WATER BATH MODEL:W350 MFG:MEMMERT-OM0213,89,1006773,811009,ACTIVE,Scrap value,2600.0
WATER BATH SRC: ENGLAND MODEL:GRAND INSTRU,76,1005032,64347,ACTIVE,Current,319000.0
WATER BATH ULTRA SONIC CLEANER MODEL US-20,342,1003188,430805,OBSOLETE,Current,160000.0
WATER BATHE GFL,343,1002498,11018059,ACTIVE,Current,40250.0
WATER DISPENSER,25,1003930,60109870,ACTIVE,Current,10000.0
WATER DISPENSER - ALPINE,26,1001589,,ACTIVE,Current,10000.0
WATER DISPENSER ASHTON MEYERS 0437,27,1001757,,ACTIVE,Current,10000.0
WATER DISPENSER MODEL ERDEMANN,28,1003005,SXY20000772,ACTIVE,Current,35000.0
WATER DISPENSER RAMTONS,29,1003702,031501,ACTIVE,Current,10000.0
WATER DISPENSER(ASHTON MEYERS),31,1000775,,ACTIVE,Current,10000.0
WATER DISTILLER FISTREEM CYCLON(WSC 008-MH3.7,79,1004447,FI-M120008,ACTIVE,0.00,
WATER DISTILLER/DEIONIZER MF:SIBATA,55,1008721,A6/6/518,ACTIVE,Current,97352.0
WATER FIRE EXTINGUISHER,12,1000096,,,ACTIVE,0.0
WATER PUMP M50 II-2-OM01369,90,1006326,A5D98474,ACTIVE,Current,11286.0
WATER PUMP MODEL: M50 III-2-OM01600,91,1006325,A5D98475,ACTIVE,Scrap value,2316.0
WATER PUMP TOSHIBA-OM01430,92,1006327,540829970,ACTIVE,Scrap value,4575.0
WATER PURIFICATION SYSTEM(SMARTPARK),347,1002651,F4DA29933,ACTIVE,0.00,
WATER STILL AUATRON,27,1004546,A4000D,,ACTIVE,0.0
WATER STILL MODEL 2302,348,1003272,N121601A,OBSOLETE,Current,160000.0
WATER TREATMENT HOUSE,10,1008784,,ACTIVE,Current,4550000.0
WEIGHING BALANCE A&D GX-200(A&D COMPANY),349,1002913,14530278,ACTIVE,Current,63866.88
WEIGHING BALANCE A&D GX-2000(A&D COMPANY,350,1002901,14530571,ACTIVE,Current,63866.88
WEIGHING BALANCE ABS-120-OM01492,351,1003296,WB06001N,ACTIVE,Current,5438.0
WEIGHING BALANCE JP-3000-OM02142,355,1002327,BJJ0291,ACTIVE,Current,5329.28
WEIGHING BALANCE MF: SARTORIUS MD: TYPE 140M,56,1008733,3401038,ACTIVE,Current,9593.0
WEIGHING BALANCE MF:PIONEER MODEL: PA512C,57,1008552,B241407320,ACTIVE,Current,9593.0
WEIGHING BALANCE(SATORIOUS)-OM02132,357,1002326,BTT0311,ACTIVE,Current,11724.24
WEIGHING MACHINE,358,1002701,7125390490,ACTIVE,0.00,0.0
WEIGHING MACHINE ADE,6,1008221,02081096,ACTIVE,Current,1584.0
WEIGHING MACHINE SRC:GERMANY MODEL:SARTO,31,1005023,FABR-MR-38110090,,ACTIVE,0.0
WEIGHING SCALE,127,1000401,7131341929,ACTIVE,Current,2000.0
WESTPOINT-FREEZER S:ITALY MODEL:BD-140,49,1005015,361879,,ACTIVE,0.0
WHEEL CHAIR,977,1000120,,ACTIVE,Current,20000.0
WHITE BOARD-ESTIMATE,64,1004823,,ACTIVE,Current,10000.0
WOODEN BOOKSHELF,9,1008071,,ACTIVE,Current,8500.0
WOODEN BOOKSHELVES,321,1001811,,ACTIVE,Current,8000.0
WOODEN CABINENT,323,1003733,,ACTIVE,Current,15000.0
WOODEN CABINET,19,1008173,,ACTIVE,Current,15000.0
WOODEN CABINET FILE SHELF,21,1007965,,ACTIVE,Current,15000.0
WOODEN CABINET SMALL IN SIZE,427,1003579,,ACTIVE,Current,15000.0
WOODEN CHAIR,242,1008672,,ACTIVE,Current,5000.0
WOODEN CUB,32,1004538,,,ACTIVE,0.0
WOODEN CUPBOARD -R,325,1003962,,ACTIVE,Current,12000.0
WOODEN DRAWER,40,1008116,,ACTIVE,Current,5000.0
WOODEN DRAWER - UCHIDA,15,1000047,,ACTIVE,Current,5000.0
WOODEN FILE CABINET,429,1003638,,ACTIVE,Current,15000.0
WOODEN FILING CABINET,433,1003426,,ACTIVE,Current,15000.0
WOODEN LOCKER,352,1000645,,ACTIVE,Current,5000.0
WOODEN LOCKERS,358,1001313,,ACTIVE,Current,5000.0
WOODEN MOUNTED CABINET-FF01799,104,1004274,,ACTIVE,Current,8053.0
WOODEN OFFICE SHELF,87,1000379,,ACTIVE,Current,8000.0
WOODEN RACK,363,1006375,,ACTIVE,Current,5000.0
WOODEN RECEPTION DESK,37,1003523,,ACTIVE,Current,12000.0
WOODEN SHELF,88,1000532,,ACTIVE,Current,8000.0
WOODEN SHELVE,369,1001637,,ACTIVE,Current,8000.0
WOODEN SMALL CABINET,443,1003162,,ACTIVE,Current,1500.0
WOODEN STAND,371,1001767,,ACTIVE,Current,5000.0
WOODEN STOOL,41,1008264,,ACTIVE,Current,1500.0
WOODEN STORE SHELF,131,1006096,,ACTIVE,Current,15000.0
WOODEN TABLE,394,1003650,,ACTIVE,Current,12000.0
WOODEN WALLDROP,386,1003826,,,ACTIVE,0.0
WOODEN WARDROBE,387,1000820,,ACTIVE,Current,4280.0
WORK STATION,47,1007930,,ACTIVE,Current,12000.0
WORK STATION 4PCS IN ONE,394,1003612,,ACTIVE,Current,12000.0
WORK SURFACE,395,1000753,,ACTIVE,Current,12000.0
WORKING BENCH,396,1002128,,ACTIVE,Current,15000.0
WORKING STATION,400,1000890,,ACTIVE,Current,12000.0
WORKING STATION TABLE,235,1005213,,ACTIVE,Current,12000.0
WORKING STATION(MACKINTOSH),48,1008261,,ACTIVE,Current,12000.0
WORKING TABLE,544,1003112,,ACTIVE,Current,12000.0
WORKING TABLE WITH CABINET,560,1001937,,ACTIVE,Current,15000.0
X-RAY CHEST TUBE STAND MODEL: BF-11-OM00972(P,406,1000194,6268136,ACTIVE,Current,80000.0
X-RAY FILMS NAME PRINTER JIRA-OM00972(PART),127,1000210,,ACTIVE,Current,200000.0
X-RAY GENERATOR MODEL: D1150MP-12-OM00972(,368,1000207,6423321,ACTIVE,Current,500000.0
X-RAY GENERATOR MODEL: D150LE-12-OM00972(PA,369,1000197,64235614,ACTIVE,Current,500000.0
"X-RAY MACHINE, Z-RAY TUBE",370,1000189,415573,ACTIVE,Current,2937088.0
X-RAY VIEWER,372,1000188,,ACTIVE,Current,400.0
XEROX PRINTER,36,1005728,3968734031,ACTIVE,Current,25000.0
XEROX SCANNER(DOCUMATE 252),17,1007189,542TW105AE251400301,ACTIVE,,
YAMAHA GENERATOR,16,1008636,2004100,ACTIVE,Current,50000.0
YAMATO ROTA VAPOUR,373,1006762,,,ACTIVE,0.0
YUNDAI MOBILE,59,1005080,,ACTIVE,Current,6000.0
